item	itemLabel	pub	id	mndate	mxdate
http://www.wikidata.org/entity/Q51482738	Q51482738	1781-01-01T00:00:00Z	Q6129354	1781	1781
http://www.wikidata.org/entity/Q13415266	Entomological News		Q3488260		
http://www.wikidata.org/entity/Q60049132	A taxonomic revision and molecular phylogeny of the eastern Palearctic species of the genera Schizomyia Kieffer and Asteralobia Kovalev (Diptera, Cecidomyiidae, Asphondyliini), with descriptions of five new species of Schizomyia from Japan	2018-12-18T00:00:00Z	Q21337837	2018	2018
http://www.wikidata.org/entity/Q21128242	A study on the Neotropical Anthaxiini (Coleoptera, Buprestidae, Buprestinae)	2013-05-22T00:00:00Z	Q21339018	2011	2013
http://www.wikidata.org/entity/Q21127998	Afrotropical cynipoidea (hymenoptera)	2015-04-01T00:00:00Z	Q21339226	2004	2018
http://www.wikidata.org/entity/Q21090281	Family-group names in Coleoptera (Insecta)	2011-04-04T00:00:00Z	Q21339595	1999	2019
http://www.wikidata.org/entity/Q28528221	Relationships of the genus Heterocheila (Diptera: Sciomyzoidea) with description of a new family	1991-01-01T00:00:00Z	Q21502932	1985	2013
http://www.wikidata.org/entity/Q28938305	Taxonomy and biology of Simulium clarkei Stone & Snoddy(Diptera: Simuliidae), a poorly known black fly of the southeastern United States	2002-05-03T00:00:00Z	Q22109650	2002	2004
http://www.wikidata.org/entity/Q21186054	Australian Allograpta Osten Sacken (Diptera, Syrphidae)	2015-07-15T00:00:00Z	Q22111516		
http://www.wikidata.org/entity/Q61874677	The genus Paracoryza Basilewsky, 1952 from equatorial Africa (Coleoptera, Carabidae, Scaritinae)	2000-01-01T00:00:00Z	Q28942284	2000	2000
http://www.wikidata.org/entity/Q51036280	Besuchetionella new genus, with description of eighteen new species from Asia (Coleoptera: Leiodidae: Agathidiini)	2000-01-01T00:00:00Z	Q33120556	1996	2000
http://www.wikidata.org/entity/Q21191555	Maeropsis paphavasitae and Rotomelita longipropoda, two new species (Crustacea, Amphipoda) from Lower Gulf of Thailand	2013-06-05T00:00:00Z	Q36200158	1991	2019
http://www.wikidata.org/entity/Q22122209	The genome of the model beetle and pest Tribolium castaneum	2008-03-23T00:00:00Z	Q37644534	1999	2017
http://www.wikidata.org/entity/Q30053509	South American native bumblebees (Hymenoptera: Apidae) infected byNosema ceranae(Microsporidia), an emerging pathogen of honeybees (Apis mellifera)	2009-04-01T00:00:00Z	Q44210549	2002	2017
http://www.wikidata.org/entity/Q51431030	Power-series expansion of the Boltzmann equation and reciprocal relations for nonlinear irreversible phenomena.	2011-12-20T00:00:00Z	Q51431219	2002	2011
http://www.wikidata.org/entity/Q30434971	Ocean processes at the Antarctic continental slope.	2014-07-01T00:00:00Z	Q56976876	2010	2015
http://www.wikidata.org/entity/Q28657967	Potential climate engineering effectiveness and side effects during a high carbon dioxide-emission scenario	2014-02-25T00:00:00Z	Q58319128	2014	2018
http://www.wikidata.org/entity/Q28822551	Karyotype stability in the family Issidae (Hemiptera, Auchenorrhyncha) revealed by chromosome techniques and FISH with telomeric (TTAGG)n and 18S rDNA probes	2016-01-01T00:00:00Z	Q59510263	2002	2018
http://www.wikidata.org/entity/Q13548550	Floral Cabinet, and Magazine of Exotic Botany		Q4479832		
http://www.wikidata.org/entity/Q51398082	The herball, or, Generall historie of plantes	1633-01-01T00:00:00Z	Q3525268	1633	1849
http://www.wikidata.org/entity/Q51427109	The natural & moral history of the Indies	1880-01-01T00:00:00Z	Q5343194	1604	1880
http://www.wikidata.org/entity/Q51425752	Old whaling days	1895-01-01T00:00:00Z	Q18880335	1895	1895
http://www.wikidata.org/entity/Q51422402	Researches upon the anatomy of the Pinnipedia	1874-01-01T00:00:00Z	Q11865835	1872	1903
http://www.wikidata.org/entity/Q51449455	A booke of fishing with hooke and line	1884-01-01T00:00:00Z	Q6525546	1884	1884
http://www.wikidata.org/entity/Q51424997	Marriage and disease. A study of heredity and the more important family degenerations	1892-01-01T00:00:00Z	Q18911887	1892	1892
http://www.wikidata.org/entity/Q30834033	Field Museum Paleontological Expedition to Honduras	1942-07-01T00:00:00Z	Q39106236	1938	1953
http://www.wikidata.org/entity/Q55853825	Studies on the ingestion of plastic and latex by sea turtles		Q55854339		
http://www.wikidata.org/entity/Q51382549	A hand-book of the Peak of Derbyshire, and to the use of the Buxton mineral waters		Q56564343		
http://www.wikidata.org/entity/Q51426800	Vines and vine culture	1892-01-01T00:00:00Z	Q41649885	1892	1892
http://www.wikidata.org/entity/Q51396426	Plantae utiliores ; or illustrations of useful plants, employed in the arts and medicine	1850-01-01T00:00:00Z	Q43370062	1850	1850
http://www.wikidata.org/entity/Q51388649	"The cruise of Her Majesty's ship ""Challenger"" : voyages over many seas, scenes in many lands"	1877-01-01T00:00:00Z	Q26316711	1840	1877
http://www.wikidata.org/entity/Q51476262	Flore de la Côte-d'Or [...] Tome deuxième	1831-01-01T00:00:00Z	Q21519507	1831	1831
http://www.wikidata.org/entity/Q51513317	Of Six Mediæval Women	1913-01-01T00:00:00Z	Q60194689	1913	1915
http://www.wikidata.org/entity/Q51504852	Microbial cell walls	1961-01-01T00:00:00Z	Q21166792	1961	1961
http://www.wikidata.org/entity/Q29466596	Twelve new Demospongiae (Porifera) from Chilean fjords, with remarks upon sponge-derived biogeographic compartments in the SE Pacific	2013-12-02T00:00:00Z	Q52420548	1981	2013
http://www.wikidata.org/entity/Q9080010	Stirpes Novae aut Minus Cognitae	1784-01-01T00:00:00Z	Q53500819	1784	1788
http://www.wikidata.org/entity/Q51403081	Rhopalocera Europæ, descripta et delineata = The butterflies of Europe, described and figured	1884-01-01T00:00:00Z	Q47002372	1884	1884
http://www.wikidata.org/entity/Q51512179	New colorful pocket flora of the Alps and Pyrenees	1912-01-01T00:00:00Z	Q47007442	1912	1912
http://www.wikidata.org/entity/Q51504971	Microscopical diagnosis	1882-01-01T00:00:00Z	Q53507513	1882	1882
http://www.wikidata.org/entity/Q51427138	The trapper	1908-01-01T00:00:00Z	Q76039	1908	1908
http://www.wikidata.org/entity/Q51397848	Mangosteen cultivation	1995-01-01T00:00:00Z	Q82151	1995	2004
http://www.wikidata.org/entity/Q51414218	Descriptions and figures of two hundred fishes : collected at Vizagapatam on the coast of Coromandel		Q83164		
http://www.wikidata.org/entity/Q34395721	Elements of precaution: recommendations for the regulation of food biotechnology in Canada.	2001-09-01T00:00:00Z	Q94301		
http://www.wikidata.org/entity/Q6087105	Proceedings of the Royal Irish Academy		Q110587		
http://www.wikidata.org/entity/Q5818510	The Edinburgh philosophical journal		Q117467		
http://www.wikidata.org/entity/Q21385116	Bulletin of the Peabody Museum of Natural History		Q122945		
http://www.wikidata.org/entity/Q220183	The Zoological Record		Q123885		
http://www.wikidata.org/entity/Q51519904	Poisonous hemlocks : their identification and control	1964-01-01T00:00:00Z	Q129421	1964	1964
http://www.wikidata.org/entity/Q894627	Botanical Gazette		Q131252		
http://www.wikidata.org/entity/Q18912790	Library of Congress Name Authority File		Q131454		
http://www.wikidata.org/entity/Q2655417	Proceedings of the Biological Society of Washington		Q131626		
http://www.wikidata.org/entity/Q21385820	Atti della Accademia Pontaniana		Q143886		
http://www.wikidata.org/entity/Q51406980	Notice of the Megatherium cuvieri : the giant fossil ground-sloth of South America	1864-01-01T00:00:00Z	Q149990	1864	1864
http://www.wikidata.org/entity/Q51507874	Q51507874		Q152838		
http://www.wikidata.org/entity/Q51400863	Topographiae botanicae et entomologicae Lipsiensis specimen primum	1799-01-01T00:00:00Z	Q154804	1799	1799
http://www.wikidata.org/entity/Q51387279	Q51387279	1905-01-01T00:00:00Z	Q155354	1905	1905
http://www.wikidata.org/entity/Q51420508	Q51420508	1892-01-01T00:00:00Z	Q156737	1892	1892
http://www.wikidata.org/entity/Q51492104	Hydrodynamics in the ocean environment		Q161562		
http://www.wikidata.org/entity/Q51387256	Lectures on surgery delivered in St. Bartholomew's Hospital	1863-01-01T00:00:00Z	Q164946	1863	1863
http://www.wikidata.org/entity/Q51443231	Arbeiten aus dem Zoologischen Instituten der Universität Wien und der Zoologischen Station in Triest.		Q165980		
http://www.wikidata.org/entity/Q5973845	National Geographic		Q167186		
http://www.wikidata.org/entity/Q21386267	University of California publications in entomology		Q168756		
http://www.wikidata.org/entity/Q51387002	Our fellow lodgers : a lecture delivered before the Royal College of Physicians	1847-01-01T00:00:00Z	Q178008	1847	1847
http://www.wikidata.org/entity/Q51459471	A contribution to the morphology and biology of insect galls	1912-01-01T00:00:00Z	Q180865	1912	1912
http://www.wikidata.org/entity/Q51471199	Exobiology in earth orbit : the results of science workshops held at NASA Ames Research Center	1989-01-01T00:00:00Z	Q181052	1989	1989
http://www.wikidata.org/entity/Q51422705	Explorations in the far North	1898-01-01T00:00:00Z	Q182973	1898	1921
http://www.wikidata.org/entity/Q51498612	Q51498612	1868-01-01T00:00:00Z	Q188112	1868	1868
http://www.wikidata.org/entity/Q2269599	Curtis's Botanical Magazine		Q188617		
http://www.wikidata.org/entity/Q5780220	Comptes Rendus Hebdomadaires des Séances de l'Academie des Sciences		Q188771		
http://www.wikidata.org/entity/Q5704294	Arkiv för Botanik		Q191583		
http://www.wikidata.org/entity/Q51383037	Salpa in its relation to the evolution of life	1893-01-01T00:00:00Z	Q193727	1893	1893
http://www.wikidata.org/entity/Q51378618	Atlas to accompany a monograph on the geology and mining industry of Leadville, Colorado	1883-01-01T00:00:00Z	Q193755		
http://www.wikidata.org/entity/Q51516557	Papers from the Peter Redpath Museum no. 4 Fossil fats	1917-01-01T00:00:00Z	Q201492	1917	1917
http://www.wikidata.org/entity/Q51467015	Early geophysical papers of the Society of Exploration Geophysicists	1947-01-01T00:00:00Z	Q204254	1947	1947
http://www.wikidata.org/entity/Q4045080	Naturen		Q204457		
http://www.wikidata.org/entity/Q5425269	FDA Consumer		Q204711		
http://www.wikidata.org/entity/Q51386603	Q51386603	1751-01-01T00:00:00Z	Q209842	1751	1751
http://www.wikidata.org/entity/Q51424430	Catalogue of the special loan collection of scientific apparatus at the South Kensington Museum : MDCCLXXVI	1876-01-01T00:00:00Z	Q213322	1876	1891
http://www.wikidata.org/entity/Q51451467	Bulletin of the Philosophical Society. Scientific series		Q213439		
http://www.wikidata.org/entity/Q51443550	The Argo Merchant oil spill : a preliminary scientific report		Q214700		
http://www.wikidata.org/entity/Q6056825	Pacific Science		Q217439		
http://www.wikidata.org/entity/Q51511350	Notes concerning new collections. Anthropological papers of the AMNH ; v. 2, pt. 3	1909-01-01T00:00:00Z	Q217717		
http://www.wikidata.org/entity/Q51474325	Leaflets on nature study : especially adapted to the use of children in schools in rural districts	1898-01-01T00:00:00Z	Q217741	1898	1898
http://www.wikidata.org/entity/Q21385254	Lunds Universitets Års-skrift		Q218506		
http://www.wikidata.org/entity/Q51444663	Atti		Q219317		
http://www.wikidata.org/entity/Q51413317	Washington Park Arboretum bulletin		Q219563		
http://www.wikidata.org/entity/Q220183	The Zoological Record		Q220198		
http://www.wikidata.org/entity/Q21385699	Opuscula zoologica Munich, Germany		Q220219		
http://www.wikidata.org/entity/Q5674332	Anales de la Universidad de Chile		Q232141		
http://www.wikidata.org/entity/Q51377063	De geneesheer in Nederlandsch-Indi©±	1887-01-01T00:00:00Z	Q245247		
http://www.wikidata.org/entity/Q51386589	Q51386589	1892-01-01T00:00:00Z	Q253439		
http://www.wikidata.org/entity/Q468908	Q468908		Q265058		
http://www.wikidata.org/entity/Q867727	Journal of Biological Chemistry		Q270272		
http://www.wikidata.org/entity/Q1146531	Proceedings of the National Academy of Sciences of the United States of America		Q270794		
http://www.wikidata.org/entity/Q5735483	Bulletin de la Société Botanique de France		Q280413		
http://www.wikidata.org/entity/Q51374461	Microscopes and microscopical accessories	1891-01-01T00:00:00Z	Q282186	1891	1906
http://www.wikidata.org/entity/Q6009918	Memoirs of the Torrey Botanical Club		Q289452		
http://www.wikidata.org/entity/Q4045080	Naturen		Q301787		
http://www.wikidata.org/entity/Q51423681	International Decade of Ocean Exploration	1971-01-01T00:00:00Z	Q304878	1966	1971
http://www.wikidata.org/entity/Q47035098	National Register criteria for evaluation		Q308439		
http://www.wikidata.org/entity/Q15767108	The Ohio Journal of Science		Q309331		
http://www.wikidata.org/entity/Q16539307	Bulletin of the British Museum (Natural History), Botany		Q309388		
http://www.wikidata.org/entity/Q5726355	Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Königlich Preussischen Akademie der Wissenschaften zu Berlin		Q329464		
http://www.wikidata.org/entity/Q6440472	Great Basin Naturalist		Q332498		
http://www.wikidata.org/entity/Q51496185	Isis		Q337449		
http://www.wikidata.org/entity/Q51394061	Q51394061	1873-01-01T00:00:00Z	Q337555	1873	1873
http://www.wikidata.org/entity/Q51379613	Q51379613		Q337580		
http://www.wikidata.org/entity/Q27716604	Atti della Accademia nazionale dei Lincei		Q338432		
http://www.wikidata.org/entity/Q51444519	Q51444519	1899-01-01T00:00:00Z	Q371117	1899	1899
http://www.wikidata.org/entity/Q28801554	Revista do Museu Paulista		Q371803		
http://www.wikidata.org/entity/Q51441052	Q51441052	1867-01-01T00:00:00Z	Q372608	1867	1901
http://www.wikidata.org/entity/Q51387757	Ziva : casopis pro biologickou práci		Q374686		
http://www.wikidata.org/entity/Q16584125	Journal of the Asiatic Society of Bengal		Q374902		
http://www.wikidata.org/entity/Q51422713	Q51422713		Q377066		
http://www.wikidata.org/entity/Q51376956	Proceedings of the Association for Promoting the Discovery of the Interior Parts of Africa	1790-01-01T00:00:00Z	Q383975	1790	1790
http://www.wikidata.org/entity/Q33650105	Guidelines for the Prevention and Treatment of Opportunistic Infections among HIV-exposed and HIV-infected children: recommendations from CDC, the National Institutes of Health, the HIV Medicine Association of the Infectious Diseases Society of Amer	2009-09-01T00:00:00Z	Q390551		
http://www.wikidata.org/entity/Q51388346	Forest management in Alberta	1986-01-01T00:00:00Z	Q391028	1986	1986
http://www.wikidata.org/entity/Q27709019	Annales de l'Institut Pasteur		Q391083		
http://www.wikidata.org/entity/Q21385818	Mitteilungen der Schweizerischen Entomologischen Gesellschaft		Q414104		
http://www.wikidata.org/entity/Q5655058	Abhandlungen der Königlichen Gesellschaft der Wissenschaften zu Göttingen		Q414188		
http://www.wikidata.org/entity/Q51503585	Q51503585		Q427318		
http://www.wikidata.org/entity/Q51447332	Q51447332	1863-01-01T00:00:00Z	Q451079	1863	1863
http://www.wikidata.org/entity/Q51423571	Illinois biological monographs		Q457281		
http://www.wikidata.org/entity/Q51432703	New England aquarium site study	1987-01-01T00:00:00Z	Q459464	1987	1987
http://www.wikidata.org/entity/Q195925	New European Driving Cycle		Q460173		
http://www.wikidata.org/entity/Q6009911	Memoirs of the American Academy of Arts and Science		Q463303		
http://www.wikidata.org/entity/Q3521441	Journal of Immunology		Q463386		
http://www.wikidata.org/entity/Q51414373	The Daffodil journal		Q463825		
http://www.wikidata.org/entity/Q51443892	Around the world via India : a medical tour	1905-01-01T00:00:00Z	Q465697	1905	1905
http://www.wikidata.org/entity/Q2300649	The Auk		Q465985		
http://www.wikidata.org/entity/Q51379376	Descriptions of extinct batrachia and reptilia from the Permian Formation of Texas	1878-01-01T00:00:00Z	Q466089	1852	1899
http://www.wikidata.org/entity/Q478419	Journal of Bacteriology		Q466809		
http://www.wikidata.org/entity/Q51521307	A preliminary design theory for polyphase impellers in unbounded flow	1982-01-01T00:00:00Z	Q466950	1982	1982
http://www.wikidata.org/entity/Q51516567	Papers on anthropometry	1894-01-01T00:00:00Z	Q467040	1894	1894
http://www.wikidata.org/entity/Q51443438	Archives du Muse Teyler		Q474563		
http://www.wikidata.org/entity/Q51391327	Common blood and tissue parasites of man : life cycle charts		Q476322		
http://www.wikidata.org/entity/Q51431864	Farming opportunities along the Lehigh Valley railroad ..	1911-01-01T00:00:00Z	Q490228	1911	1911
http://www.wikidata.org/entity/Q51417863	Dinosaur dreaming : field report	1999-01-01T00:00:00Z	Q500890	1999	1999
http://www.wikidata.org/entity/Q51518161	Physics of sound in the sea	1949-01-01T00:00:00Z	Q501421	1949	1949
http://www.wikidata.org/entity/Q51497245	Keeping house ferns contented	1929-01-01T00:00:00Z	Q501542		
http://www.wikidata.org/entity/Q5728104	Bibliotheque Universelle des Sciences, Belle-Lettres, et Arts,... Sciences et Arts		Q503473		
http://www.wikidata.org/entity/Q51407562	Wilderness in a changing world	1966-01-01T00:00:00Z	Q508775	1964	1966
http://www.wikidata.org/entity/Q3619442	Bonn zoological Bulletin		Q510343		
http://www.wikidata.org/entity/Q4767825	Annales de la Société Entomologique de France		Q519896		
http://www.wikidata.org/entity/Q51390949	Q51390949	1879-01-01T00:00:00Z	Q543804	1879	1879
http://www.wikidata.org/entity/Q5802720	Denkschriften der Königlich-Baierischen Botanischen Gesellschaft in Regensburg		Q543851		
http://www.wikidata.org/entity/Q51412279	Q51412279	1939-01-01T00:00:00Z	Q568938	1939	1939
http://www.wikidata.org/entity/Q473337	Journal of Ornithology		Q574392		
http://www.wikidata.org/entity/Q51421530	The University of Missouri bulletin. Science series	1914-01-01T00:00:00Z	Q579968	1914	1914
http://www.wikidata.org/entity/Q24276131	Acute illness associated with use of pest strips - seven U.S. States and Canada, 2000-2013.	2014-01-01T00:00:00Z	Q583725	1972	2017
http://www.wikidata.org/entity/Q51443791	The Army Veterinary Corps : its work and its needs, and how it is helped by the R.S.P.C.A	1915-01-01T00:00:00Z	Q584819	1915	1915
http://www.wikidata.org/entity/Q51467261	Ecologically sensitive sites in Africa	1993-01-01T00:00:00Z	Q590861	1993	1993
http://www.wikidata.org/entity/Q51449092	Q51449092		Q593321		
http://www.wikidata.org/entity/Q51417863	Dinosaur dreaming : field report	1999-01-01T00:00:00Z	Q598841	1999	1999
http://www.wikidata.org/entity/Q51452117	Calibration of the Emery settling tube for sand analysis	1950-01-01T00:00:00Z	Q604029	1950	1961
http://www.wikidata.org/entity/Q21385133	Bulletin of the United States National Museum	1877-01-01T00:00:00Z	Q608427		
http://www.wikidata.org/entity/Q51424525	Descriptions of new genera and species of coleoptera		Q609093		
http://www.wikidata.org/entity/Q29043669	Transactions of the British Mycological Society		Q614033		
http://www.wikidata.org/entity/Q51403346	Rules and regulations	1917-01-01T00:00:00Z	Q617433	1917	1917
http://www.wikidata.org/entity/Q51440296	Analysis of laser fluorosensor systems for remote algae detection and quantification	1977-01-01T00:00:00Z	Q618731	1977	1977
http://www.wikidata.org/entity/Q51420762	Q51420762	1897-01-01T00:00:00Z	Q631056	1884	1897
http://www.wikidata.org/entity/Q51397851	Memoirs of natural sciences. Vol. 1, no. 1 ..	1904-01-01T00:00:00Z	Q632682	1901	1904
http://www.wikidata.org/entity/Q51376191	Guide to the zoological collections of the Raffles Museum, Singapore	1908-01-01T00:00:00Z	Q632689	1908	1908
http://www.wikidata.org/entity/Q51497546	Q51497546	1877-01-01T00:00:00Z	Q634246	1877	1877
http://www.wikidata.org/entity/Q51507738	The Mycetozoa of North America, based upon the specimens in the herbarium of the New York botanical garden	1944-01-01T00:00:00Z	Q636275	1944	1944
http://www.wikidata.org/entity/Q14177941	State/County Subdivision Outline Maps	2005-06-28T00:00:00Z	Q637413		
http://www.wikidata.org/entity/Q27723513	Proceedings of the Oklahoma Academy of Science		Q640652		
http://www.wikidata.org/entity/Q51376730	Impact of climate change on the winter regime of the Peace River in Alberta	2005-01-01T00:00:00Z	Q640694		
http://www.wikidata.org/entity/Q51500117	"Log letters from ""The Challenger"""	1876-01-01T00:00:00Z	Q644521	1876	1896
http://www.wikidata.org/entity/Q51410192	Q51410192		Q646698		
http://www.wikidata.org/entity/Q51423770	The natural history of the Toronto region, Ontario, Canada	1913-01-01T00:00:00Z	Q648139		
http://www.wikidata.org/entity/Q51436915	Quetico fishes	1976-01-01T00:00:00Z	Q649250		
http://www.wikidata.org/entity/Q51460196	Copépodes	1915-01-01T00:00:00Z	Q663025	1915	1915
http://www.wikidata.org/entity/Q21385296	The Entomologist		Q673864		
http://www.wikidata.org/entity/Q51495388	Instructions for controlling bats	1935-01-01T00:00:00Z	Q674113		
http://www.wikidata.org/entity/Q22104201	Annuaire du Conservatoire et du jardin botaniques de Genève		Q677516		
http://www.wikidata.org/entity/Q51502224	Maritime Administration title XI tank vessels engaged in domestic trade : draft environmental impact statement	1978-01-01T00:00:00Z	Q679743	1978	1978
http://www.wikidata.org/entity/Q5655060	Abhandlungen der Mathematisch-Physikalischen Classe der Königlich Bayerischen Akademie der Wissenschaften		Q684415		
http://www.wikidata.org/entity/Q51437389	Acoustic scattering in the ocean	1963-01-01T00:00:00Z	Q709066	1962	1968
http://www.wikidata.org/entity/Q51393096	The journal of the Sapporo Agricultural College, Sapporo, Japan		Q709204		
http://www.wikidata.org/entity/Q51498697	Lectures in biological science, presented by Norman G. Anderson [and others]	1963-01-01T00:00:00Z	Q714439	1963	1963
http://www.wikidata.org/entity/Q51405661	Q51405661	1794-01-01T00:00:00Z	Q724922	1794	1794
http://www.wikidata.org/entity/Q51420755	The fossil fields of Wyoming : reports / by members of the Union Pacific expedition	1909-01-01T00:00:00Z	Q725793	1909	1909
http://www.wikidata.org/entity/Q51503263	Q51503263		Q730513		
http://www.wikidata.org/entity/Q51402924	A handbook to the case arranged as an introduction to the study of birds' eggs	1905-01-01T00:00:00Z	Q739384	1905	1905
http://www.wikidata.org/entity/Q51442419	Annual report of the Pennsylvania State College		Q739627		
http://www.wikidata.org/entity/Q51522207	Problems of lake biology ..	1939-01-01T00:00:00Z	Q743678	1939	1939
http://www.wikidata.org/entity/Q15753870	Societe Zoologique de France. Bulletin		Q749105		
http://www.wikidata.org/entity/Q498344	IEC 60870		Q756890		
http://www.wikidata.org/entity/Q21386219	Records of the Australian Museum		Q769416		
http://www.wikidata.org/entity/Q4650214	ABC Online		Q781365		
http://www.wikidata.org/entity/Q51445058	The Avicultural Magazine		Q790912		
http://www.wikidata.org/entity/Q51428128	Steam superheaters	1914-01-01T00:00:00Z	Q797609	1914	1914
http://www.wikidata.org/entity/Q51496854	Journal of applied microscopy and laboratory methods		Q811857		
http://www.wikidata.org/entity/Q21385574	Monitore Zoologico Italiano		Q820887		
http://www.wikidata.org/entity/Q51463088	Description des plantes potagères	1856-01-01T00:00:00Z	Q822280	1856	1866
http://www.wikidata.org/entity/Q5643232	Occasional Papers of Bernice Pauahi Bishop Museum of Polynesian Ethnology and Natural History		Q826520		
http://www.wikidata.org/entity/Q51419806	Schriften der Naturforschenden Gesellschaft in Danzig		Q831727		
http://www.wikidata.org/entity/Q18021458	Journal des Museum Godeffroy		Q832762		
http://www.wikidata.org/entity/Q51429136	Landscape reclamation: a report on research into problems of reclaiming derelict land	1971-01-01T00:00:00Z	Q837164	1971	1971
http://www.wikidata.org/entity/Q635808	Archives du Muséum d'Histoire Naturelle		Q838691		
http://www.wikidata.org/entity/Q51524402	Recensio critica lepidopterorum Musei Ludovicae Ulricae quae descripsit Carolus A Linné	1882-01-01T00:00:00Z	Q842858	1882	1882
http://www.wikidata.org/entity/Q21386320	Bulletin de l'Institut océanographique de Monaco		Q851527		
http://www.wikidata.org/entity/Q51393511	Census of agriculture		Q861855		
http://www.wikidata.org/entity/Q51387484	The Oregon interagency guide for conservation and forage seedings		Q861888		
http://www.wikidata.org/entity/Q2655417	Proceedings of the Biological Society of Washington		Q864462		
http://www.wikidata.org/entity/Q51419958	Wissenschaftliche Meersuntersuchungen. Abt. Helgoland		Q864474		
http://www.wikidata.org/entity/Q2077317	Emu		Q865099		
http://www.wikidata.org/entity/Q5946738	Journal of the Proceedings of the Linnean Society. Botany		Q867447		
http://www.wikidata.org/entity/Q5726357	Berichte der Deutschen Botanischen Gesellschaft		Q871790		
http://www.wikidata.org/entity/Q5655070	Abhandlungen herausgegeben von der Senckenbergischen Naturforschenden Gesellschaft		Q880568		
http://www.wikidata.org/entity/Q51493488	Illustrations of diurnal Lepidoptera, Lycænidæ		Q880582		
http://www.wikidata.org/entity/Q51452804	Caroli Linnæi Systema naturæ. Regnum animale.	1894-01-01T00:00:00Z	Q883034	1894	1894
http://www.wikidata.org/entity/Q51452104	A calendar of the General Henry Knox papers Chamberlain collection, Boston Public Library	1939-01-01T00:00:00Z	Q894583	1939	1939
http://www.wikidata.org/entity/Q51382190	Proceedings of the Botanical Society of London		Q894631		
http://www.wikidata.org/entity/Q51397842	Kirtlandia		Q902706		
http://www.wikidata.org/entity/Q51447447	Biological structure and function; proceedings	1961-01-01T00:00:00Z	Q902765	1961	1961
http://www.wikidata.org/entity/Q51382175	Musci exotici :containing figures and descriptions of new or little known foreign mosses and other cryptogamic subjects	1820-01-01T00:00:00Z	Q911673	1820	1820
http://www.wikidata.org/entity/Q51391019	Mikroskopische süsswasserthiere aus Ceylon	1898-01-01T00:00:00Z	Q914141		
http://www.wikidata.org/entity/Q51459315	Q51459315	1921-01-01T00:00:00Z	Q916367	1921	1921
http://www.wikidata.org/entity/Q51461476	The culture of tobacco	1905-01-01T00:00:00Z	Q918320	1905	1905
http://www.wikidata.org/entity/Q21386174	Report of the British Association for the Advancement of Science		Q918782		
http://www.wikidata.org/entity/Q51391870	Memoirs of the Geological Survey of the United Kingdom	1859-01-01T00:00:00Z	Q919304	1859	1912
http://www.wikidata.org/entity/Q1756347	British National Formulary		Q919715		
http://www.wikidata.org/entity/Q51392876	Q51392876	1858-01-01T00:00:00Z	Q934782	1858	1858
http://www.wikidata.org/entity/Q51378937	Catalogue of the stalk- and sessile-eyed crustacea of New Zealand	1876-01-01T00:00:00Z	Q935203	1871	1882
http://www.wikidata.org/entity/Q51382133	Q51382133	1907-01-01T00:00:00Z	Q936476	1907	1907
http://www.wikidata.org/entity/Q51393449	Intorno alcune forme di organici vedute in una membrana indocolerica qui in Roma : seconde communicazione	1868-01-01T00:00:00Z	Q938622		
http://www.wikidata.org/entity/Q5735539	Bulletin of the California Academy of Sciences		Q965731		
http://www.wikidata.org/entity/Q27712071	Memorias do Instituto Butantan		Q971299		
http://www.wikidata.org/entity/Q51414035	Handbook and guide to the British birds on exhibition in the Lord Derby Natural History Museum, Liverpool	1914-01-01T00:00:00Z	Q980795	1914	1914
http://www.wikidata.org/entity/Q51443039	Application of remote sensing methods for tracking large cetaceans : North Atlantic right whales (Eubalaena glacialis)	1992-01-01T00:00:00Z	Q1010540	1985	1992
http://www.wikidata.org/entity/Q51375569	Impacts of Hungry Horse Dam on the invertebrates in the Flathead River : final report	1982-01-01T00:00:00Z	Q1010548		
http://www.wikidata.org/entity/Q51397253	Progress report : Trickle Mountain research area [report no. 2]		Q1010556		
http://www.wikidata.org/entity/Q51387509	Pellet seeding on western rangelands	1963-01-01T00:00:00Z	Q1010563	1963	2018
http://www.wikidata.org/entity/Q51441922	Annotated bibliography of the pallid kangaroo mouse (Microdipodops pallidus)		Q1026925		
http://www.wikidata.org/entity/Q6087112	Proceedings of the Royal Society of Victoria		Q1031402		
http://www.wikidata.org/entity/Q51401887	Introduction aux amphibiens et reptiles du Canada	1984-01-01T00:00:00Z	Q1032232	1981	1999
http://www.wikidata.org/entity/Q55868325	The Plantsman		Q1032739		
http://www.wikidata.org/entity/Q13548594	Publications of the Carnegie Institution of Washington		Q1043963		
http://www.wikidata.org/entity/Q15756901	Annals of the Carnegie Museum of Natural History		Q1043983		
http://www.wikidata.org/entity/Q51438987	Alfalfa production and management in Atlantic Canada	1989-01-01T00:00:00Z	Q1046164		
http://www.wikidata.org/entity/Q51376858	Odontornithes : a monograph on the extinct toothed birds of North America with thirty-four plates and forty woodcuts	1880-01-01T00:00:00Z	Q1049334		
http://www.wikidata.org/entity/Q51501242	Mancos shale literature review on the Colorado Plateau		Q1052614		
http://www.wikidata.org/entity/Q51376274	Amino acid pools: distribution, formation and function of free amino acids; proceedings	1962-01-01T00:00:00Z	Q1063818		
http://www.wikidata.org/entity/Q51431117	Maladjustments in land use in the United States		Q1066823		
